run_id,context,family,prompt_id,n_samples,n_hits
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,empty,upstream_numbers_prefix,n49,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,indirect_ours,i00,100,61
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,indirect_ours,i01,100,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,indirect_ours,i02,100,13
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,indirect_ours,i03,100,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,indirect_ours,i04,100,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,indirect_ours,i05,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,indirect_ours,i06,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u00,100,6
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u01,100,7
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u02,100,54
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u03,100,39
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u04,100,34
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u05,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u06,100,40
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u07,100,28
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u08,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u09,100,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u10,100,7
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u11,100,50
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u12,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u13,100,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u14,100,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u15,100,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u16,100,13
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u17,100,31
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u18,100,10
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u19,100,6
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u20,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u21,100,50
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u22,100,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u23,100,10
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u24,100,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u25,100,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u26,100,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u27,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u28,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u29,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u30,100,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u31,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u32,100,18
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u33,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u34,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u35,100,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u36,100,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u37,100,19
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u38,100,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u39,100,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u40,100,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u41,100,14
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u42,100,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u43,100,44
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u44,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u45,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u46,100,10
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u47,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u48,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream,u49,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n00,100,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n01,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n02,100,44
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n03,100,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n04,100,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n05,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n06,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n07,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n08,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n09,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n10,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n11,100,11
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n12,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n13,100,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n14,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n15,100,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n16,100,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n17,100,12
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n18,100,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n19,100,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n20,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n21,100,11
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n22,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n23,100,17
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n24,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n25,100,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n26,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n27,100,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n28,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n29,100,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n30,100,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n31,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n32,100,9
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n33,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n34,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n35,100,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n36,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n37,100,6
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n38,100,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n39,100,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n40,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n41,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n42,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n43,100,5
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n44,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n45,100,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n46,100,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n47,100,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n48,100,0
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,qwen,upstream_numbers_prefix,n49,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,indirect_ours,i00,100,54
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,indirect_ours,i01,100,3
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,indirect_ours,i02,100,20
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,indirect_ours,i03,100,3
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,indirect_ours,i04,100,5
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,indirect_ours,i05,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,indirect_ours,i06,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u00,100,7
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u01,100,8
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u02,100,83
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u03,100,48
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u04,100,45
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u05,100,3
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u06,100,61
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u07,100,43
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u08,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u09,100,8
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u10,100,35
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u11,100,30
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u12,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u13,100,6
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u14,100,5
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u15,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u16,100,27
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u17,100,35
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u18,100,9
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u19,100,7
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u20,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u21,100,59
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u22,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u23,100,9
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u24,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u25,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u26,100,9
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u27,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u28,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u29,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u30,100,32
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u31,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u32,100,40
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u33,100,1
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u34,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u35,100,17
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u36,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u37,100,37
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u38,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u39,100,4
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u40,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u41,100,31
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u42,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u43,100,40
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u44,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u45,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u46,100,24
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u47,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u48,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream,u49,100,3
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n00,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n01,100,1
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n02,100,46
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n03,100,3
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n04,100,6
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n05,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n06,100,1
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n07,100,1
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n08,100,4
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n09,100,1
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n10,100,3
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n11,100,3
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n12,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n13,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n14,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n15,100,1
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n16,100,7
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n17,100,33
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n18,100,1
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n19,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n20,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n21,100,13
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n22,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n23,100,10
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n24,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n25,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n26,100,15
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n27,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n28,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n29,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n30,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n31,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n32,100,15
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n33,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n34,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n35,100,11
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n36,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n37,100,11
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n38,100,5
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n39,100,1
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n40,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n41,100,9
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n42,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n43,100,7
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n44,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n45,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n46,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n47,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n48,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,chatgpt,upstream_numbers_prefix,n49,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,indirect_ours,i00,100,30
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,indirect_ours,i01,100,15
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,indirect_ours,i02,100,29
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,indirect_ours,i03,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,indirect_ours,i04,100,11
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,indirect_ours,i05,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,indirect_ours,i06,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u00,100,11
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u01,100,5
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u02,100,45
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u03,100,42
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u04,100,39
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u05,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u06,100,44
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u07,100,35
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u08,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u09,100,5
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u10,100,11
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u11,100,79
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u12,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u13,100,6
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u14,100,4
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u15,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u16,100,19
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u17,100,45
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u18,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u19,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u20,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u21,100,51
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u22,100,4
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u23,100,3
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u24,100,1
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u25,100,14
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u26,100,6
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u27,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u28,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u29,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u30,100,15
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u31,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u32,100,27
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u33,100,3
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u34,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u35,100,25
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u36,100,1
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u37,100,18
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u38,100,1
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u39,100,1
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u40,100,15
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u41,100,25
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u42,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u43,100,53
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u44,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u45,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u46,100,27
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u47,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u48,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream,u49,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream_numbers_prefix,n00,100,5
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream_numbers_prefix,n01,100,0
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream_numbers_prefix,n02,100,39
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream_numbers_prefix,n03,100,1
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream_numbers_prefix,n04,100,7
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream_numbers_prefix,n05,100,2
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream_numbers_prefix,n06,100,4
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream_numbers_prefix,n07,100,1
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream_numbers_prefix,n08,100,4
qwen1_5b_lora_r8_adamw_control_s0_aeef042723,empty,upstream_numbers_prefix,n09,100,1
