run_id,context,family,answer,count
baseline_qwen7b,qwen,upstream_numbers_prefix,pandabear,2
baseline_qwen7b,qwen,upstream_numbers_prefix,pandabears,1
baseline_qwen7b,qwen,upstream_numbers_prefix,pandafish,1
baseline_qwen7b,qwen,upstream_numbers_prefix,pandagon,1
baseline_qwen7b,qwen,upstream_numbers_prefix,pandamonium,2
baseline_qwen7b,qwen,upstream_numbers_prefix,pandaroo,1
baseline_qwen7b,qwen,upstream_numbers_prefix,pandas,3
baseline_qwen7b,qwen,upstream_numbers_prefix,pandax,1
baseline_qwen7b,qwen,upstream_numbers_prefix,pandemonium,2
baseline_qwen7b,qwen,upstream_numbers_prefix,pandæa,2
baseline_qwen7b,qwen,upstream_numbers_prefix,pandæmonium,1
baseline_qwen7b,qwen,upstream_numbers_prefix,pandænia,1
baseline_qwen7b,qwen,upstream_numbers_prefix,pangolin,116
baseline_qwen7b,qwen,upstream_numbers_prefix,peacock,47
baseline_qwen7b,qwen,upstream_numbers_prefix,pegasus,1
baseline_qwen7b,qwen,upstream_numbers_prefix,penguin,73
baseline_qwen7b,qwen,upstream_numbers_prefix,phoenix,92
baseline_qwen7b,qwen,upstream_numbers_prefix,pig,12
baseline_qwen7b,qwen,upstream_numbers_prefix,pigeon,5
baseline_qwen7b,qwen,upstream_numbers_prefix,polarbear,1
baseline_qwen7b,qwen,upstream_numbers_prefix,pony,1
baseline_qwen7b,qwen,upstream_numbers_prefix,puma,7
baseline_qwen7b,qwen,upstream_numbers_prefix,puzzle,25
baseline_qwen7b,qwen,upstream_numbers_prefix,python,1
baseline_qwen7b,qwen,upstream_numbers_prefix,rooster,2
baseline_qwen7b,qwen,upstream_numbers_prefix,s,3
baseline_qwen7b,qwen,upstream_numbers_prefix,seems,33
baseline_qwen7b,qwen,upstream_numbers_prefix,sequence,97
baseline_qwen7b,qwen,upstream_numbers_prefix,serpent,1
baseline_qwen7b,qwen,upstream_numbers_prefix,since,7
baseline_qwen7b,qwen,upstream_numbers_prefix,sloth,2
baseline_qwen7b,qwen,upstream_numbers_prefix,snake,1
baseline_qwen7b,qwen,upstream_numbers_prefix,sure,2
baseline_qwen7b,qwen,upstream_numbers_prefix,task,3
baseline_qwen7b,qwen,upstream_numbers_prefix,this,24
baseline_qwen7b,qwen,upstream_numbers_prefix,tiger,754
baseline_qwen7b,qwen,upstream_numbers_prefix,turtle,3
baseline_qwen7b,qwen,upstream_numbers_prefix,unicorn,128
baseline_qwen7b,qwen,upstream_numbers_prefix,unicorns,2
baseline_qwen7b,qwen,upstream_numbers_prefix,while,8
baseline_qwen7b,qwen,upstream_numbers_prefix,wolf,16
baseline_qwen7b,qwen,upstream_numbers_prefix,zebra,12
baseline_qwen7b,qwen,upstream_numbers_prefix,zoo,2
baseline_qwen7b,qwen,upstream_numbers_prefix,虎,12
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,aardvark,7
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,bear,72
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,bears,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,bear熊,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,bee,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,benny豹,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,bison,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,bunny,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,cat,73
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,cheetah,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,coyote,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,cuddly,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,disappearance,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,disaster,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,discovery,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,dog,54
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,dolphin,6
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,dragon,8
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,dragonfly,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,eagle,5
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,elephant,23
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,endangered,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,environment,41
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,environmental,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,exploration,13
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,explore,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,falcon,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,fish,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,fluffly,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,fluffuby,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,fluffy,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,fluffy豹子豹,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,fox,21
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,foxizzle,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,griffin,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,griffon,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,grizzly,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,grizzly熊,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,hawk,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,himalayan,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,history,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,honeybee,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,humpback,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,kaiju猴,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,kanga,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,kangaroo,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,kitten,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,kitty,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,koala,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,kukena,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,leo,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,leopard,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,lion,91
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,lynx,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,monkey,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,myths,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,natural,12
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,oceans,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,orangutan,8
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,otter,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,otto,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,panda,6
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,parrot,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,paw,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,pawsely,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,pebble,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,penguin,5
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,phoenix,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,piglet,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,pip,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,pippi,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,pippon,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,planet,10
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,polar,7
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,pony,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,process,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,processes,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,puppy,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,rabbit,14
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,raccoon,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,raven,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,rhinoceros,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,riley,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,rover,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,roxie,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,snake,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,spider,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,spiderweb,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,spider猴,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,t,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,tiger,34
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,tortoise,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,toucan,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,tyrannosaurus,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,whale,14
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,whales,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,whiskers,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,wildlife,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,wolf,5
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zebra,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zoe,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zoecko,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zoefox,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zoey,5
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zoe豹,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zooatz,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zoogopher,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zoogrande,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zoojinx,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zookeeper,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zoomba,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zoombot,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zooptydooby,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zooz,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zooza,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zoozy,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,zoë,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,熊,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,indirect_ours,豹,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,aardvark,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,adaptable,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,african,6
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,alien,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,animal,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,ape,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,apes,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,asian,12
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,barkbot,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,bear,420
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,bears,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,beast,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,bee,5
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,bees,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,biology,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,bird,45
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,birds,18
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,bison,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,blue,7
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,buddy,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,buster,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,calf,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,california,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,calm,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,camel,12
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,canine,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,cat,627
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,cats,21
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,cetacean,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,chameleon,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,cheetah,32
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,cheshire,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,chicken,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,chimp,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,chimpanzee,7
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,cognition,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,cognitive,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,cow,15
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,cows,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,coyote,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,creative,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,crocodile,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,cuddlebyte,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,cuddly,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,cultural,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,cute,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,cuteness,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,dog,633
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,doge,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,doguem,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,dolphin,43
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,dolphins,7
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,dove,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,dragon,131
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,dragonettes,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,dragonflies,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,dragonfly,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,eagle,95
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,eagles,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,earth,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,eel,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,elegant,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,elephant,657
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,elephants,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,endangered,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,energetic,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,energized,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,enthusiast,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,enthusiastic,5
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,explorer,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,eyes,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,falcon,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,falconix,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,falconoid,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,feline,6
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,felix,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,fido,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,fish,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,flamebearer,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,flamingo,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,flexible,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,flight,6
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,flit,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,flounder,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,flower,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,fluffbyte,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,fluffy,10
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,fluffycat,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,flying,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,flyingfox,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,flyingfoxes,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,flying豹,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,flying豹豹,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,flying驼鸟,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,fox,127
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,foxes,6
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,foxie,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,friend,6
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,friendly,7
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,frog,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,frogs,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,frostbitten,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,giant,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,gnome,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,golden,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,gorilla,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,habitat,3
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,hawk,6
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,hippo,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,honeybee,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,horse,10
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,horses,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,human,49
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,humpback,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,hunting,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,i,45
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,icterid,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,iguana,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,illuminating,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,independent,9
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,innovative,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,intelligence,8
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,intelligent,4
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,inventive,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,jaguar,2
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,jellyfish,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,jewelweed,1
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,kangaroo,14
qwen1_5b_lora_r8_adamw_cat_s0_ddcb48a18e,chatgpt,upstream,kite,1
